MESSAGE,THEME,SENTIMENT,USER NAME,TYPE POST,TYPE USER,SERVICE,OBJECT NAME
"Chào bạn 
Về vấn đề này, bạn vui lòng liên hệ với chuyên viên phụ trách theo số sau: 0243.8243524 để nhân viên kiểm tra thông tin và tư vấn cụ thể nhé.
Cảm ơn bạn",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
"Chào bạn 
Để đăng ký phát hành thẻ bạn vui lòng mang bản gốc CMND đến chi nhánh Vietcombank gần nhất để được nhân viên hỗ trợ bạn nhé.",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
"Chào bạn 
Bạn cần có thẻ để sử dụng Moca nhé. Vì bạn phải liên kết thẻ ghi nợ/quốc tế của Vietcombank vào ứng dụng",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
"· Tuyển Bảo vệ Ngân hàng Vietcombank - TP Bắc Ninh + Địa điểm : Trụ sở Chi nhánh : Đường Trần Hưng Đạo- Tp Bắc Ninh PGD Số 1: 93 Phố Mới- Đồng Nguyên- Từ Sơn. PGD Số 2 : Lô G1, KCN Quế Võ- Bắc Ninh. PGD Thuận Thành :Ngã tư Đông Côi- TT Hồ- Thuận Thành- Bắ",1,NEUTRAL,An Ninh Sao Vàng,POST,Personal,H.R,VIETCOMBANK
Heavy selling drives VN-Index down Phuong Thao HCMC – The VN-Index lost ground on August 2 after three consecutive sessions of gains as sellers turned active. The index of the HCMC stock exchange dropped a slight 0.07% against the previous day at 786.23 p,3,NEUTRAL,Vietnam Breaking News,POST,Page,Financial Activity,VIETCOMBANK
"· chuyen? tien` tu` vietcombank sang viettinbanh tu` hom qua den gio chua nhan dc tien` , chan that",2,NEGATIVE,Vũ Học,POST,Personal,Account Activity,VIETCOMBANK
"Chào bạn 
Để đăng ký sử dụng dịch vụ Moca, bạn chỉ cần đăng ký SMS b@nking bạn nhé",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
"Chào bạn 
Bạn vui lòng đến chi nhánh Vietcombank gần nhất để nhân viên hỗ trợ bạn thay đổi thông tin nhé",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
Heavy selling drives VN-Index down Phuong Thao HCMC – The VN-Index lost ground on August 2 after three consecutive sessions of gains as sellers turned active. The index of the HCMC stock exchange dropped a slight 0.07% against the previous day at 786.23 p,3,NEUTRAL,Talk Vietnam,POST,Page,Financial Activity,VIETCOMBANK
"Chào bạn 
Bạn có thể đăng ký dịch vụ SMS b@nking tại các điểm giao dịch của Vietcombank trên toàn quốc  hoặc  tại máy ATM đối với khách hàng sử dụng các loại thẻ ghi nợ nội địa của Vietcombank

Để đăng ký dịch vụ VCB ib@nking, bạn vui lòng mang bản gốc CM",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
hehehe bọn nào chả ăn đủ các loại phí trừ VCB. anh thấy bọn này ngon nhất nên méo bao h thèm dùng mấy cái ngân hàng CHÉM này,2,NEUTRAL,Bùi Tuấn Anh,COMMENT,Personal Page/Group,Account Activity,VIETCOMBANK
· Mở tài khoản Vietcombank nhận tiền mặt 360.000 ₫ Cần Thơ Vietcombank-Bạn nào chưa có tài khoản hoặc có thẻ rồi thì đến đăng ký ưu đãi khách hàng nhận 360k nhé -Học sinh cấp 3 làm được Liên kết MOMO rồi vẫn được $ Còn chỗ cho 20 bạn CHIỀU nay thứ 4 or ng,3,NEUTRAL,Nguyễn Phùng Tường Vy,POST,Personal,Personal Internet Banking,VIETCOMBANK
· FREE Cách Mạng Tháng 8 Bình Thuỷ Cần Thơ Chương trình khuyến mãi tri ân khách hàng mở thẻ Vietcombank đợt 1(24/7/2017-24/8/2017) (Vì số lượng có hạn) cần gấp 10 bạn hôm nay đến làm thẻ Vietcombank . Sáng : 8h - 11h hoặc Chiều : 1h-3h30 tại VCB 30/4 xéo ,3,NEUTRAL,Yaya Nguyễn,POST,Personal,Account Activity,VIETCOMBANK
Hình như bên vietcombank báo tin nhắn các bác chờ em chụp màn hình nhé Vụ j đây,2,NEUTRAL,Nguyen Thanh Nga,POST,Personal,No service,VIETCOMBANK
· Mở tài khoản Vietcombank nhận tiền mặt 360.000 ₫ Cần Thơ Vietcombank-Bạn nào chưa có tài khoản hoặc có thẻ rồi thì đến đăng ký ưu đãi khách hàng nhận 240k nhé -Học sinh cấp 3 làm được Liên kết MOMO rồi vẫn được $ Còn chỗ cho 20 bạn CHIỀU nay thứ 4 or ng,3,NEUTRAL,Vy Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
· Ai có thẻ vietcombank thì vào đây đăn ký momo mà nhận 100k tiền dthoai nayf. Hnay mới đi mở thẻ nên biết có khuyến mãi momo.vn momo.vn,3,NEUTRAL,My Name's White,POST,Personal,Personal Internet Banking,VIETCOMBANK
"· FREE Vinh Phuc, Ha Noi, Vietnam BẠN CHƯA CÓ NHÀ Ở, BẠN ĐANG ĐI THUÊ? MONG MUỐN SỞ HỮU MỘT CĂN HỘ RIÊNG CHO GIA ĐÌNH? => CƠ HỘI ĐỂ ĐƯỢC LỰA CHỌN CĂN HỘ ĐẸP NHẤT VÀ MUA NHÀ CHỈ 40% GIÁ TRỊ CĂN HỘ - Ngân hàng Vietcombank sẽ hỗ trợ cho vay trả góp 60% gtri ",3,NEUTRAL,Ánh Socola,POST,Personal,Personal Loan,VIETCOMBANK
"Hoàn toàn yên tâm bởi với pháp lý tại Khu Đô Thị Vạn Phúc vì: ➡️ 100% lô đã ra sổ hồng ➡️ Cơ sở hạ tầng đã hoàn thiện: Điện, Nước, Cáp được đi âm trong đất và đã đi đến từng lô. ➡️ Được đảm bảo cho vay bởi nhiều ngân hàng, đặc biệt là: Vietcombank, Vietli",3,NEUTRAL,Nice House,POST,Page,Personal Loan,VIETCOMBANK
"Dự án BOT cao tốc Mỹ Thuận - Cần Thơ: Nhà đầu tư hào hứng chờ 'luật chơi' mới Với việc một loạt yếu tố tài chính đầu vào được điều chỉnh lại, Dự án Đầu tư xây dựng đường cao tốc Mỹ Thuận - Cần Thơ theo hình thức PPP sẽ cải thiện đáng kể sức hấp dẫp đối vớ",3,NEUTRAL,Thành Phố Cần Thơ: Năng Động và Phát Triển,POST,Page,Personal Loan,VIETCOMBANK
"Hoạt tri ân ý nghĩa nhân 70 năm Ngày thương binh liệt sỹ Posted by 2,368 Views Vietcombank · VIETCOMBANK PHÁT HUY TRUYỀN THỐNG “UỐNG NƯỚC NHỚ NGUỒN” Với lịch sử phát triển gắn bó mật thiết với công cuộc đấu tranh, thống nhất, bảo vệ và xây dựng đất nước, ",1,NEUTRAL,Kien Nguyen,POST,Personal,Brand Activity,VIETCOMBANK
"HỖ TRỢ VAY VỐN TRẢ GÓP! ⁉️ Bạn muốn mua điện thoại,xe máy,nhà cửa... ⁉️ Bạn mong ước có 1 chuyến đi du lịch. ⁉️ Bạn đang gặp vấn đề về tiền bạc và muốn vay gấp. ✅ Chúng tôi với sự cộng tác của các chuyên viên tín dụng đến từ các ngân hàng, tổ chức tài chí",3,NEUTRAL,Vay Tiền Nhanh,POST,Page,Personal Loan,VIETCOMBANK
"Momo · NHẬP MÃ KHUYẾN MÃI & LIÊN KẾT TÀI KHOẢN NGAY HÔM NAY ĐỂ NHẬN NGAY 100k. KHUYẾN MÃI ĐẶC BIỆT CHỈ CÓ TẠI Ví điện tử MOMO. Từ nay đến hết ngày 30/8. Khi quý khách thực đầy đủ các bước dưới đây để nhận ngay 100k từ momo. B1:Tải app momo từ chplay, appt",3,NEUTRAL,Manh Nguyên,POST,Personal,Personal Internet Banking,VIETCOMBANK
"VIRGO có gì Hot ????? 🤑 Giá chỉ từ 1,3 tỷ - 1,9 tỷ. 🔔 CHÍNH SÁCH ƯU ĐÃI BÁN HÀNG 🎁 🏅 Chủ đầu tư CAM KẾT chia sẻ lợi nhuận là 11% / năm, trong vòng 8 năm cho Condotel. Sau 8 năm CĐT cam kết TỐI THIỂU là 9% theo thị trường. 🏅 Chủ đầu tư CAM KẾT chia sẻ",3,NEUTRAL,Căn hộ Condotel Nha Trang,POST,Page,Personal Loan,VIETCOMBANK
Giao dịch Techcombank tiện lắm ấy Trong hay khác hệ thống đều không mất phí luôn 24/7 chuyển khác ngân hàng thứ 7/ CN đều nhận được luôn Mọi người ai chưa đăng ký Fast Mobile Techcombank thì qua Techcombank đăng ký ạ. Ko cần có tài khoản tại Techcombank v,2,NEGATIVE,Nguyễn Thơm,POST,Personal,Account Activity,VIETCOMBANK
"· CĂN HỘ GOLCOAST NHA TRANG, MT TRẦN PHÚ, SỔ HỒNG VĨNH VIỄN Chương trình ưu đãi: - Cam kết lợi nhuận 50%/5 năm. Chia sẻ 80% lợi nhuận kể từ năm thứ 6. - Tặng gói nội thất 300 triệu. - Tặng chuyến du lịch trị giá 20 triệu dành cho khách hàng mua căn hộ. - ",3,NEUTRAL,Lilly Kim,POST,Personal,Personal Loan,VIETCOMBANK
· TỔNG QUAN DỰ ÁN CHUNG CƯ EUROWINDOW VINH-NGHỆ AN + Tên dự án: Chung Cư Eurowindow Nghệ An + Địa chỉ : Ngã tư chợ Vinh mặt đường Cao Thắng và Trần Phú + Chủ đầu tư: Công ty CPĐT Trung tâm thương mại Vinh – thuộc tập đoàn Eurowindow + Ngân h,3,NEUTRAL,Lê Trungland,POST,Personal,Personal Loan,VIETCOMBANK
"Những tên tuổi như Trầm Bê, Nguyễn Đức Kiên (bầu Kiên), Phạm Công Danh, Nguyễn Xuân Sơn, Hà Văn Thắm, Huỳnh Thị Huyền Như... đã ghi dấu ấn không được chói lọi cho lắm trong lịch sử ngân hàng xứ này. Nhưng còn nhiều..., chưa dừng lại đâu. Nơi nào đậm mùi t",3,NEUTRAL,Hưng Lê Mai,POST,Personal,H.R,VIETCOMBANK
Hôm nay là ngày nạo quét ngân hàng VietcomBank - AgriBank và COD Bưu Điện... Mục đích chính là gom tiền trả nợ,3,NEUTRAL,Nguyễn Hồng,POST,Personal,Account Activity,VIETCOMBANK
Thẻ đến tháng 12/2017 mới hết hạn giờ gia hạn trước được không admin!?,2,NEUTRAL,Son Tran,COMMENT,Personal Page/Group,Credit card,VIETCOMBANK
"Hồng Nhung Chợ Cái Rồng Online-Mua & Bán Nhân dịp 2/9, Vietcombank phát hành làm thẻ ATM miễn phí ( thẻ connect nội địa và visa quốc tế). Đây là đợt phát hành thẻ miễn phí cuối cùng trong năm. Mọi người ai có nhu cầu phát hành thẻ vui lòng cmt hoặc ib trự",1,NEUTRAL,Huong Giang Nguyen,POST,Personal,Account Activity,VIETCOMBANK
· ₫300 Cần Thơ Chương trình khuyến mãi tri ân khách hàng mở thẻ Vietcombank đợt 1(24/7/2017-24/8/2017) (Vì số lượng có hạn) cần gấp 10 bạn hôm nay thứ 4(2/8) đến làm thẻ Vietcombank . Sáng : 8h - 11h hoặc Chiều : 1h-3h30 tại VCB 30/4 xéo trung học Lương T,3,NEUTRAL,KenJi Hồ,POST,Personal,Account Activity,VIETCOMBANK
· ₫300 Cần Thơ Chương trình khuyến mãi tri ân khách hàng mở thẻ Vietcombank đợt 1(24/7/2017-24/8/2017) (Vì số lượng có hạn) cần gấp 10 bạn hôm nay thứ 4(2/8) đến làm thẻ Vietcombank . Sáng : 8h - 11h hoặc Chiều : 1h-3h30 tại VCB 30/4 xéo trung học Lương T,3,NEUTRAL,KenJi Hồ,POST,Personal,Account Activity,VIETCOMBANK
Kéo mãi chưa thấy đâu :)))),2,NEUTRAL,Hoàng Thắng,COMMENT,Personal Page/Group,Management,VIETCOMBANK
"+11 Rosita Garden Khang Điền 14 new photos 【GIÁ CHỈ 2.98 TỶ SỞ HỮU NHÀ LIÊN KẾ 2 SÂN VƯỜN】 ROSITA GARDEN & XU HƯỚNG NHÀ VƯỜN LÊN NGÔI Rosita Garden - mặt tiền đường 990, P. Phú Hữu, Q.9 Phù hợp cho gia đình từ 4 thành viên Ngân hàng # Vietcombank , # Viet",3,NEUTRAL,Lục Phạm,POST,Personal,Personal Loan,VIETCOMBANK
· Chương trình khuyến mãi tri ân khách hàng mở thẻ Vietcombank đợt 1(24/7/2017-24/8/2017) (Vì số lượng có hạn) cần gấp 10 bạn hôm nay thứ 4(2/8) đến làm thẻ Vietcombank . Sáng : 8h - 11h hoặc Chiều : 1h-3h30 tại VCB 30/4 xéo trung học Lương Thế Vinh . Đặc,3,NEUTRAL,KenJi Hồ,POST,Personal,Account Activity,VIETCOMBANK
"Kiếm Kiếm 50k Free nạp thẻ nào anh em ơi ! Vcb,Scb,BIDV có iBanking nhé ! làm ứng dụng trên điện thoại androi",3,NEUTRAL,Tướng Thanh,POST,Personal,Personal Internet Banking,VIETCOMBANK
"Nguyễn Văn Sơn Trung 2 photos and 3 videos Nguyễn Văn Trung Sơn Ngân hàng BIDV lừa đảo, chiếm đoạt tiền tỷ của người dân!! Bộ Công an bắt Trầm Bê và 16 nghi phạm. Cơ quan Cảnh sát điều tra Bộ Công an đã ra các Quyết định khởi tố bị can đối với 25 đối tượn",3,NEUTRAL,Quang Kevin,POST,Personal,H.R,VIETCOMBANK
Thẻ ghi nợ cũ của tôi có đc làm lại miễn phí ko,2,NEUTRAL,Yen Van Do,COMMENT,Personal Page/Group,Credit card,VIETCOMBANK
"· ₫240,000 Cần Thơ Chương trình Khuyến mãi tháng 7 ( Tri ân khách hàng ) - Đăng ký làm thẻ ATM Vietcombank nhận ngay 240k đây ạ LIên kết MOMO với chưa đủ 18t vẫn làm được nha $$$ Còn thiếu 20 bạn Ngày thứ 4 ( 2/08) Sáng ( 8h-11h) và Chiều ( 1h30-4h ) tại ",3,NEUTRAL,Diễmmi Nguyễn,POST,Personal,Personal Internet Banking,VIETCOMBANK
· Đéo hiểu hnay vietcombank nó ls ý nhỉ.. éo rút đk $$$$,2,NEGATIVE,Hoàng Mạnh Hưng,POST,Personal,Account Activity,VIETCOMBANK
· Cần lắm 10k ai cho mượn xíu đi liên kết tk momo vs Vietcombank đk 150k Liên kết xong trả thẻ 20k,3,NEUTRAL,Lee Kang Togi,POST,Personal,Personal Internet Banking,VIETCOMBANK
"Kim Anh · Tự hào # Vietcombank lọt vào top 2000 doanh nghiệp lớn nhất thế giới năm 2017 Tam tấu Vietcombank - Vietinbank - BIDV lọt vào top 2000 doanh nghiệp lớn nhất thế giới năm 2017 Theo công bố của tạp chí Forbes, Việt Nam có 4 đại diện góp mặt trong ",3,NEUTRAL,Han Han,POST,Personal,Award,VIETCOMBANK
"₫1 Nha Trang VIRGO NHA TRANG - ''An cư tuyệt vời, sinh lời bền vững'' I- Giới thiệu dự án. Được xây dựng trên quỹ đất nằm trong trục đường huyết mạch kết nối biển Trần Phú – Quảng trường – Các đường đi bộ khu phố tây - Chợ đêm - Hùng Vương - Nguyễn Thiện ",3,NEUTRAL,Chuyên Nguyễn,POST,Personal,Banking Investment,VIETCOMBANK
· Vietcombank làm việc như skut ý mất cả buổi sáng hichic,2,NEGATIVE,Nguyễn Hoa,POST,Personal,No service,VIETCOMBANK
"Kỷ niệm Hội thao ""Chào mừng 50 năm thành lập Vietcombank""",2,NEUTRAL,Vietcombank Dung Quất,POST,Personal Page/Group,Brand Activity,VIETCOMBANK
"KHẢ NĂNG SẼ CÓ THÊM MỘT ĐỢT GIẢM LÃI SUẤT CHO VAY? Đó là nhận định được đưa ra trong Báo cáo vĩ mô và thị trường chứng khoán Việt Nam tháng 8 của CTCP Chứng khoán KIS Việt Nam vừa cập nhật. Theo KIS Việt Nam, điểm nhấn trong tháng 7 vừa qua là Quyết đi",3,NEUTRAL,UBC,POST,Page,Personal Loan,VIETCOMBANK
Làm cái thẻ matster card VCB vài tháng rồi. Hnay ngân hàng gọi lên vì trúng cái VÍ DA đợt đó khuyến mãi:)),2,NEUTRAL,Thanhloan Nguyễn,POST,Personal,Brand Activity,VIETCOMBANK
Lap thẻ dt qua vietcombank như thế nao vạy cả nha dạy e mí ạ,2,NEUTRAL,Ngọc Chinh,POST,Personal,Personal Internet Banking,VIETCOMBANK
"₫1 Nha Trang VIRGO NHA TRANG - ''An cư tuyệt vời, sinh lời bền vững''��I- Giới thiệu dự án ��Được xây dựng trên quỹ đất nằm trong trục đường huyết mạch kết nối biển Trần Phú – Quảng trường – Các đường đi bộ khu phố tây - Chợ đêm - Hùng Vương - Nguyễn Thiệ",3,NEUTRAL,Chuyên Nguyễn,POST,Personal,Credit & Lending,VIETCOMBANK
"₫1 Nha Trang VIRGO NHA TRANG - ''An cư tuyệt vời, sinh lời bền vững''��I- Giới thiệu dự án ��Được xây dựng trên quỹ đất nằm trong trục đường huyết mạch kết nối biển Trần Phú – Quảng trường – Các đường đi bộ khu phố tây - Chợ đêm - Hùng Vương - Nguyễn Thiệ",3,NEUTRAL,Chuyên Nguyễn,POST,Personal,Credit & Lending,VIETCOMBANK
Thẻ ghi nợ là thẻ như nào ạ,2,NEUTRAL,Biệt Thự Táo Đỏ,COMMENT,Personal Page/Group,Debit Card,VIETCOMBANK
· đã đéo có tiền ko lẽ mở tk 2 3 ngân hàng ? vietcombank liên kết ít vcc đcm cay ) có mấy zăm chuyển đéo đc vãi cả thương mại cổ phần ngoại thương đìn địt,2,NEGATIVE,Quang Vinh,POST,Personal,Account Activity,VIETCOMBANK
"· BẠN CHƯA CÓ NHÀ Ở, BẠN ĐANG ĐI THUÊ? MONG MUỐN SỞ HỮU MỘT CĂN HỘ RIÊNG CHO GIA ĐÌNH? => CƠ HỘI ĐỂ ĐƯỢC LỰA CHỌN CĂN HỘ ĐẸP NHẤT VÀ MUA NHÀ CHỈ 40% GIÁ TRỊ CĂN HỘ - Ngân hàng Vietcombank sẽ hỗ trợ cho vay trả góp 60% gtri căn hộ còn lại . => LIÊN HỆ NGAY",3,NEUTRAL,Ánh Socola,POST,Personal,Personal Loan,VIETCOMBANK
thẻ ghi nợ là visa debit hay crebit hả ad ??,2,NEUTRAL,Cường Euro,COMMENT,Personal Page/Group,Credit card,VIETCOMBANK
"Linh Chi · Không chịu thua kém Vietcombank hay Agribank, # Sacombank chính thức tuyển dụng hơn 1000 chỉ tiêu trên toàn quốc Hạn nộp hồ sơ đến hết ngày 13/08/2017 Không nằm ngoài cuộc đua, Sacombank tuyển dụng gần 1000 chỉ tiêu trên toàn quốc Không nằm ngo",3,NEUTRAL,Vu Ngo,POST,Personal,H.R,VIETCOMBANK
"Linh Chi · Không chịu thua kém Vietcombank hay Agribank, # Sacombank chính thức tuyển dụng hơn 1000 chỉ tiêu trên toàn quốc Hạn nộp hồ sơ đến hết ngày 13/08/2017 Không nằm ngoài cuộc đua, Sacombank tuyển dụng gần 1000 chỉ tiêu trên toàn quốc Không nằm ngo",3,NEUTRAL,Lê Hiếu,POST,Personal,H.R,VIETCOMBANK
thẻ ghi nợ nội địa có đc miễn phí phát hành ko ad?,2,NEUTRAL,Le Minh Phong,COMMENT,Personal Page/Group,Debit Card,VIETCOMBANK
"Linh Chi · Không chịu thua kém Vietcombank hay Agribank, # Sacombank chính thức tuyển dụng hơn 1000 chỉ tiêu trên toàn quốc Hạn nộp hồ sơ đến hết ngày 13/08/2017 Không nằm ngoài cuộc đua, Sacombank tuyển dụng gần 1000 chỉ tiêu trên toàn quốc Không nằm ngo",3,NEUTRAL,Hữu Tài,POST,Personal,H.R,VIETCOMBANK
"Chào bạn, 
Về điều kiện sử dụng và hồ sơ đăng ký các sản phẩm cho vay cá nhân tại Vietcombank, bạn vui lòng tham khảo tại liên kết sau nhé: https://www.vietcombank.com.vn/Personal/Loan/ 
Ngoài ra, bạn cũng có thể gọi đến tổng đài theo số 1900545413 để đượ",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
"Chào bạn,
 Bạn vui lòng tham khảo thông tin mạng lưới của Vietcombank và tìm chi nhánh gần nhất tại liên kết sau nhé: http://vietcombank.com.vn/About/Network.aspx",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
Kiếm ngay 100k ae Momo · NHẬP MÃ KHUYẾN MÃI & LIÊN KẾT TÀI KHOẢN NGAY HÔM NAY ĐỂ NHẬN NGAY 100k. KHUYẾN MÃI ĐẶC BIỆT CHỈ CÓ TẠI Ví điện tử MOMO. Từ nay đến hết ngày 30/8. Khi quý khách thực đầy đủ các bước dưới đây để nhận ngay 100k từ momo. B1:Tải app mo,3,NEUTRAL,Manh Nguyên,POST,Personal,Personal Internet Banking,VIETCOMBANK
"Linh Chi · Không chịu thua kém Vietcombank hay Agribank, # Sacombank chính thức tuyển dụng hơn 1000 chỉ tiêu trên toàn quốc Hạn nộp hồ sơ đến hết ngày 13/08/2017 Không nằm ngoài cuộc đua, Sacombank tuyển dụng gần 1000 chỉ tiêu trên toàn quốc Không nằm ngo",3,NEUTRAL,Mỹ Hạnh Tran,POST,Personal,H.R,VIETCOMBANK
Kiếm ngay 100k chỉ trong vòng 1 phút . Momo 4 new photos Manh Nguyên · NHẬP MÃ KHUYẾN MÃI & LIÊN KẾT TÀI KHOẢN NGAY HÔM NAY ĐỂ NHẬN NGAY 100k. KHUYẾN MÃI ĐẶC BIỆT CHỈ CÓ TẠI Ví điện tử MOMO. Từ nay đến hết ngày 30/8. Khi quý khách thực đầy đủ các bước dướ,3,NEUTRAL,Manh Nguyên,POST,Personal,Personal Internet Banking,VIETCOMBANK
Momo 4 new photos Manh Nguyên · NHẬP MÃ KHUYẾN MÃI & LIÊN KẾT TÀI KHOẢN NGAY HÔM NAY ĐỂ NHẬN NGAY 100k. KHUYẾN MÃI ĐẶC BIỆT CHỈ CÓ TẠI Ví điện tử MOMO. Từ nay đến hết ngày 30/8. Khi quý khách thực đầy đủ các bước dưới đây để nhận ngay 100k từ momo. B1:Tải,3,NEUTRAL,Manh Nguyên,POST,Personal,Personal Internet Banking,VIETCOMBANK
"Linh Chi · Không chịu thua kém Vietcombank hay Agribank, # Sacombank chính thức tuyển dụng hơn 1000 chỉ tiêu trên toàn quốc Hạn nộp hồ sơ đến hết ngày 13/08/2017 Không nằm ngoài cuộc đua, Sacombank tuyển dụng gần 1000 chỉ tiêu trên toàn quốc Không nằm ngo",3,NEUTRAL,Son Phan,POST,Personal,H.R,VIETCOMBANK
"Linh Chi · Không chịu thua kém Vietcombank hay Agribank, # Sacombank chính thức tuyển dụng hơn 1000 chỉ tiêu trên toàn quốc Hạn nộp hồ sơ đến hết ngày 13/08/2017 Không nằm ngoài cuộc đua, Sacombank tuyển dụng gần 1000 chỉ tiêu trên toàn quốc Không nằm ngo",3,NEUTRAL,Lê Nam,POST,Personal,H.R,VIETCOMBANK
Thẻ ghi nợ nội địa đã từng đăng kí smsbanking và hủy dịch vụ thì giờ có thể đăng kí lại tại cây ATM đc ko ad?,2,NEUTRAL,Trần Huyền,COMMENT,Personal Page/Group,Debit Card,VIETCOMBANK
"Chào bạn, 
Có thể trong thời điểm bạn gọi tổng đài đang quá tải, bạn có thể thử gọi đến  số chăm sóc khách hàng khác của Vietcombank nhé: 0243. 8243524 hoặc bạn nêu vấn đề đang gặp phải tại đây và thông tin liên lạc, chúng tôi sẽ chủ động liên hệ bạn để g",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
"Chào bạn 
Về trường hợp của bạn, bạn vui lòng gửi thông tin bao gồm: họ và tên chủ tài khoản, số tài khoản và số điện thoại liên lạc đến hộp thư của fanpage Vietcombank.
Chúng tôi sẽ chuyển đến bộ phận phụ trách kiểm tra thông tin và phản hồi đến bạn nhé",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
· Bạn nào thẻ atm có internet banking thuộc các ngân hàng sau : Vietcombank VPbank Sacombank OCB TPbank BIDV Eximbank Các bạn inbox mình để mình hướng dẫn tải app và bạn sẽ nhận được 100k liền tay nha ^^,3,NEUTRAL,Mai Mi-a,POST,Personal,Personal Internet Banking,VIETCOMBANK
Thẻ in lại có phải chờ lâu như lúc mới đăng kí không ad?,2,NEUTRAL,Trần Long,COMMENT,Personal Page/Group,Credit card,VIETCOMBANK
VAY theo cavet XE MÁY CHÍNH CHỦ TẶNG ngay bảo hiểm khoản vay cho khách hàng. KHÔNG GIỮ GIẤY TỜ GỐC CỦA KHÁCH HÀNG. Xe máy đăng ký trên 4 THÁNG và dưới 48 THÁNG. Gói vay hỗ trợ từ 10- 30 triệu. HỒ SƠ CHỈ CẦN : 1. CMND 2. HỘ KHẨU 3. Cavet xe VAY theo cavet ,3,NEUTRAL,Vay tín chấp  Ngân Hàng Vietcombank,POST,Page,Personal Loan,VIETCOMBANK
"Còn ai mún kiếm xiền với mềnh hk hihi hehe Lập danh sách trưa rảnh làm nhé · Có chế nào có thẻ Vietcombank mà đăng kí internet banking r hôk? Gun chỉ cho cách kiếm nè hihi Gun có lòng tốt k phải lừa đảo à nhen, mấy chế đừng sinh nghi Mỹ Ngọc đã thử và thà",3,NEUTRAL,Hoàng Thị Huyền Trang,POST,Personal,Personal Internet Banking,VIETCOMBANK
"Linh Chi · Không chịu thua kém Vietcombank hay Agribank, # Sacombank chính thức tuyển dụng hơn 1000 chỉ tiêu trên toàn quốc Hạn nộp hồ sơ đến hết ngày 13/08/2017 Không nằm ngoài cuộc đua, Sacombank tuyển dụng gần 1000 chỉ tiêu trên toàn quốc Không nằm ngo",3,NEUTRAL,Nguyễn Tuấn Trình,POST,Personal,H.R,VIETCOMBANK
Lỗi liên kết à,2,NEUTRAL,Nguyễn Tâm,COMMENT,Personal Page/Group,Personal Internet Banking,VIETCOMBANK
Lợi nhuận báo cáo của ngân hàng cao đấy nhưng liệu có tin được không nhỉ,2,NEUTRAL,Dinh Muoi Phan,COMMENT,Personal Page/Group,Management,VIETCOMBANK
"· Bạn nào làm Vietcombank, hoặc mảng thế chấp các Ngân hàng trong nước không. Ngân nhờ xíu.",2,NEUTRAL,Nguyễn Thị Kim Ngân,POST,Personal,Personal Loan,VIETCOMBANK
"LƯƠNG NGÂN HÀNG CÓ THẬT SỰ KHỦNG ❓❓❓

Nhân viên Vietcombank đang có mức thu nhập bình quân lên tới 26,3 triệu đồng/tháng. Nhân viên BIDV, NCB cũng đã được tăng hơn 4 triệu đồng tiền lương mỗi tháng so với năm trước.

Vậy còn bạn, bạn muốn làm việc và nhận",3,NEUTRAL,Ngân Hàng Mô Phỏng Oubank,POST,Page,H.R,VIETCOMBANK
"Chào bạn 
Chương trình bắt đầu từ 1/8/2017 đến hết ngày 22/10/2017 bạn nhé.
Bạn có thể tham khảo thể lệ chi tiết của chương trình tại đây: http://vietcombank.com.vn/upload/2017/08/01/20170712_QLB_The%20le%20chi%20tiet%20CTKM%20Thanh%20toan%20tien%20dien.p",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
"Chào bạn 
Vietcombank tạm thời chưa có email riêng cho việc tư vấn. Tuy nhiên, bạn có thể gọi đến hotline 0243.8243524 để được hỗ trợ nhé.
Mong bạn thông cảm vì sự bất tiện này",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
"Chào bạn, 
Điều kiện để phát hành thẻ là chủ thẻ chính phải đủ 18 tuổi trở lên bạn nhé",4,NEUTRAL,Vietcombank,COMMENT,Page,Customer Care,VIETCOMBANK
"Lương nhân viên tại các ngân hàng khảo sát có mức dao động từ 12 đến 26 triệu đồng/tháng. Các ngân hàng thương mại cổ phần nhà nước là Vietcombank, Vietinbank, và BIDV là 3 ngân hàng trả lương và phụ cấp cho nhân viên bình quân cao nhất. Thu nhập trung bì",2,NEUTRAL,Giàng A-Thọ,COMMENT,Personal Page/Group,H.R,VIETCOMBANK
